dev_id,train_nn_rank,train_id,cosine_sim,dev_text,train_text,train_labels,dev_paraphrase,train_paraphrase
2018-En-03120,1,2017-En-20343,0.9996158480644226,Good Morning Tuesday! No crap today please 😃 #tantrums #toddler #cuddly #struggles #3 #10 #PMA,Round 2 #panic #pcola,fear,,
2018-En-01449,1,2017-En-21569,0.9997366070747375,This is because of people like Saleem Sheikh humanity wins over terrorism n hatred #AmarnathYatraAttacked,"@AnsarAAbbasi John Kerry fckd u,chief justiceofpak made the statement publicly about party supporting terror what else u need#terrorstatepak","anger,disgust,fear",,
2018-En-00703,1,2017-En-30399,0.9986754059791565,"🚨 an alle bike-people in #wien - take care: extrem viele kontrollen momentan, insbesondere ring usw. 🚲 \n #schwarzkappler  #reflektor",What if.... the Metro LRT went over the Walterdale?!?! 😂 #yeg #levity,"joy,surprise",,
2018-En-02341,1,2017-En-10237,0.9995135068893433,"People were always afraid that stodgy squares would kill rock and roll, but the only legitimate threat was ever child choruses.","They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...","anger,disgust",,
2018-En-00716,1,2017-En-40654,0.9997676014900208,@badpostyoongi I know for a fact they'll either ignore the fact tiff isn't or change Cindy's background,@chelseafc let them know it's the ,none,,
2018-En-01328,1,2017-En-10045,0.9995978474617004,"coffee the floor; And the soul grew furious as the stillness broken by little,",i feel furious,"anger,disgust",,
2018-En-01125,1,2017-En-40494,0.9997162222862244,B4 I couldnt get out of bed or look in mirror Thankful4all the support I have recieved here ImWakingUpHappyNot dreading theday ,@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you,"joy,love,sadness",,
2018-En-00119,1,2017-En-22209,0.9996110200881958,'It is not uncommon for #people to spend their whole life waiting to start living.' ~ Eckhart Tolle #happiness #live,"“It is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.”","fear,optimism",,
2018-En-03060,1,2017-En-20347,0.9995202422142029,@FreeBeacon Shows how desperate the Dems are. They always ignore facts and hurl scare tactics.,The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16,"anger,disgust,fear,surprise",,
2018-En-03255,1,2017-En-20798,0.9996722340583801,Ha ha love flats description of Marlie packer... Default setting 'combat mode'.... 😂😂😂😂😂  #brilliant \n@davidflatman @MarliePacker #WRWC2017,@danielleelowell awe man I'm mad I'm sitting here already cutting tulle and ribbon already 😂,"anger,joy",,
2018-En-00599,1,2017-En-31572,0.9995911121368408,I literally love Paul so much #BB19 #pissed 😂,Sanatana Lopez is definitely me 😂 #glee,"anticipation,joy,optimism",,
2018-En-01887,1,2017-En-20226,0.9992591142654419,"If you sit back, watch &amp; listen to every .@TheDemocrats &amp; .@DNC member, you'll quickly learn it's #Victimhood, #racism, &amp; #hatred. I'm #WOKE",World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?,"anger,fear,pessimism",,
2018-En-02854,1,2017-En-20797,0.9996023774147034,Three more shifts then I start the next part of my tutorship in response #enjoyingthelastfewdays #excited  #newchallanges,Got to be up in 4 hours to go back to work #cantsleep #excited ,"anticipation,joy",,
2018-En-02044,1,2017-En-10082,0.9996034502983093,re: thread of that brit freaking out over minor cultural differences - your indignation would be cuter without the imperialist undertones,"The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks","anger,disgust,fear",,
2018-En-00006,1,2017-En-21955,0.9996631741523743,My new favourite #film with out a shadow of a doubt it #Okja #beautifull #funny #sad #emotional #real #Netflix #MUSTWATCH #now,Huge congrats to my friends at @VoidMovie on the #USAPREMIERE tomorrow! #film #horror #thevoid #featurefilm #scaryshit,"fear,joy,optimism",,
2018-En-04148,1,2017-En-40330,0.9996737837791443,"@chelston_dsouza Conte is furious with his board, wants all of them or he quits.","@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??","anger,disgust,sadness",,
2018-En-00530,1,2017-En-11043,0.999672532081604,@WDA_Punisher @SgtDangerCow @Battlefield I think so too. \nCasual audience was particularly unhappy with server admins and server rules.,@Deadspin @Rlblack1Rob My guess is he's just a convenient target for misplaced anger.  What they're really mad at is how they played.,anger,,
2018-En-02142,1,2017-En-11462,0.9997876286506653,Okay I seriously don't know how this whole twitter thing works #lost,Y'all do the most on twitter and snap,none,,
2018-En-02124,1,2017-En-30648,0.9995152950286865,anyways so i apologized &amp; i hav rly bad anxiety guys so i just wanted to get out &amp; start my errands so i did &amp; i had to ~uber everywhere~,i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;,"anticipation,fear,love",,
2018-En-01168,1,2017-En-11165,0.9995414614677429,Three retweets of dumb Fox shit and one original tweet that is a blatant lie from SCROTUS this morning--nada about his wretched offspring. 🤣,The outrage over Kessel's tweet by butthurt USA players is hilarious.,"anger,joy,optimism",,
2018-En-01161,1,2017-En-10159,0.9996628761291504,@LizYank This comparison makes me so happy. #flattered #engl678mu,"@mdivincenzo9 he's stupid, I hate him lol #bitter","anger,disgust",,
2018-En-02209,1,2017-En-10682,0.9996967315673828,Afraid of no one an no one scares me!!! Funk y'all thought image one mans army!! '!, I can't guess if you holding a grudge against the best',"anger,sadness",,
2018-En-03913,1,2017-En-11508,0.9993643164634705,"And the #wonderful boy in the Garden grew in wisdom and stature and in favour with God and men, which, literally, were his parents.\n#VSS365",@brooklynbreeder \nI could not believe that their answer to his outrage was that they were right. I do hope he takes them to the cleaners.,"anger,disgust,optimism,surprise",,
2018-En-03047,1,2017-En-22049,0.9996550679206848,@JadeOdette_ Because one of them has to be wrong :) we just want to believe it's H&amp;M haha 🙃,@_JuliaSteiner : YES ! Right ? I mean I wish you hadn't been discouraged to see #MikeandMolly because so many parallels really -,"anticipation,disgust,sadness",,
2018-En-03966,1,2017-En-20313,0.9992247223854065,"@lala Loving your book 'The Power Play'-It is a serious game changer. If nothing else, my dreaming big will land me amongst the stars. 🌠","In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting","fear,joy",,
2018-En-00040,1,2017-En-20398,0.999546468257904,@InvacareCorp has provided tremendous support for the 2017 CEWHA Nationals as one of our Conn Smyth Sponsors. #2017Nationals #Ottawa,While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD #StopCruelty,"fear,optimism",,
2018-En-00993,1,2017-En-30806,0.9995807409286499,@realDonaldTrump You've spent more time and energy protecting Michael Flynn than your own son. You're a coward and an awful parent.,"With a jovial Trump on his ass, Don King just publicly told a crowd that 'We need [him] because you will always be a nigger.'  #FuckTrump","anger,disgust,sadness",,
2018-En-03279,1,2017-En-31119,0.9997614622116089,Alright Alex and I have party boy neighbors who blast music ,Remember when Joe and Quinn had a thing on glee,none,,
2018-En-00688,1,2017-En-21239,0.99967360496521,@AwardsDaily Looks that way.  I don't want to see how Q is going to handle Tate murder.  #shudder,@ReaganBattalion That's a terrible thing to accuse Scott Baio of.,"anger,disgust,sadness",,
2018-En-03077,1,2017-En-30094,0.999644935131073,Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday.,@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.,joy,,
2018-En-02646,1,2017-En-40213,0.9994311928749084,"Beware the wrath of an angry, frustrated, #agile grandma with a network. 👵🏼😡 I'm just sayin'. #objectlesson",I wonder what would happen if I were a father. #weary,"anticipation,fear,pessimism,sadness",,
2018-En-02522,1,2017-En-22166,0.9996426105499268,Post TRNSMT blues,@CNN bully,anger,,
2018-En-03877,1,2017-En-30802,0.9996030330657959,dropped my birth control on the floor and cant find it cause it blends with the carpet 🙃 #joy,Wanted to get him a cake with sparkling candles but he doesn't like cake😒😒. Ruins everything,"anger,disgust,sadness",,
2018-En-03345,1,2017-En-40175,0.9996185898780823,"Sometimes, you just need to eat a delicious piece of chocolate to remind yourself that there's no need to be bitter. Sweetness redeems.",It's way too hard not to get discouraged.,"anger,pessimism,sadness",,
2018-En-02186,1,2017-En-20990,0.9995881915092468,An unchallenged present creates a complacent future. #TuesdayThought #selfimprovement #success #excitement,Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor #fear #life #quote,"fear,optimism",,
2018-En-02386,1,2017-En-41524,0.9995205402374268,Hmm...looks like no one @Tampax is available to respond. Its like waiting for a #doomsday reply. That #burning question with no #answer,"@pottermore : I can't find my patronus, the website doesn't work, I can't even see the questions.... #sadness...","pessimism,sadness",,
2018-En-01796,1,2017-En-10028,0.9994853138923645,"you annoy me, your name annoys me, your EVERYTHING annoys me 🙃",You ever just find that the people around you really irritate you sometimes? That's me right now 😒,"anger,disgust",,
2018-En-00447,1,2017-En-40061,0.999539315700531,Sending love &amp; prayers to the families of @USMC Marines lost in the C-130 crash in Mississippi. May our Lord help abate the grief and sorrow,"My prayers are with the family, friends &amp; members of @VCFD  as you mourn the loss of Engineer Ryan Osler. #LODD #RIP",sadness,,
2018-En-03082,1,2017-En-20854,0.9996670484542847,'Sleepy' lotion by @lushcosmetics smells like if a bouquet of lavender and a bunch of toasted marshmallows had a love child. #delicious,"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times ","joy,love,optimism",,
2018-En-00976,1,2017-En-30978,0.9995844960212708,'When is it going to be that we start to define our own art?' Black music's relationship with literary tradition at Across Cultures #Mix2017,It's all about #redwine and ,"joy,optimism",,
2018-En-02878,1,2017-En-30530,0.9997177124023438,Happy to share my new video preview with some of my local fav's!\n#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,Now I'm back at @wxpnfm and am elated to record @mannequinpussy fucking shit up in our studio this evening.,"anger,disgust,joy",,
2018-En-02773,1,2017-En-40934,0.999671459197998,@yashah07 Hahaha got the same forward !! I want to find the source and teach 🤣,@TicciKasie1 //this is sadly what my history teacher talked about why the fuck do I remember that?!,"anger,disgust,sadness",,
2018-En-03830,1,2017-En-20107,0.9996708631515503,Exciting day ahead...lunch @Panoramic34 with the girls #Foodie #yummy #myday #Friends,An @amityaffliction kind of drive home from work today #nightmare #dailyfeels,"disgust,fear,sadness",,
2018-En-01059,1,2017-En-20212,0.9994999766349792,"@BillMoyersHQ Elderly belong w/family; our social system is broken.  This egregious 'Meancare' will shake it up, alas.","@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom",disgust,,
2018-En-00806,1,2017-En-11494,0.9995830655097961,#IfOnlyPeopleWould not exist. #humanity #life #ignorance #nature #mothernature #sad #disappointment #smh #personal #opinion #views #animals,#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears #fury #anger #O,"anger,sadness",,
2018-En-03798,1,2017-En-41421,0.9997828602790833,"@angrydwarf9 @carolinesandall It ruins my frigging night each night at 9pm. Mrs loves it, i've been early to bed for a month. #dreadful","@katethecursed @shannonrdk LOL this day is too gloomy for being people, should've canceled and stayed in bed","disgust,fear,joy,sadness",,
2018-En-01304,1,2017-En-40839,0.9995675683021545,Imagine suffering chronic depression  and being told 'you have an unattractive chip on your shoulder' #DWP #WRAG #WWW.GOV.UK #Mentalhealth,HATE that there's ads for #depression &amp; #mentalhealth #meds. That's ONLY something your doctor can determine. Everyone is different. #ssri,"anger,disgust,sadness",,
2018-En-00790,1,2017-En-40298,0.9997814297676086,"Been at work for not even 4 hours and I've thrown boiling tea everywhere, smashed a mug, smashed a milk jug and sliced my finger open😐","3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears","anger,disgust,sadness",,
2018-En-03129,1,2017-En-21726,0.9994912147521973,Happy Amazon Prime day to all my primers 😆,Need good vibes for my doctors appointment tomorrow! ,"anticipation,fear,joy,optimism",,
2018-En-00452,1,2017-En-40951,0.9995126724243164,"again i realize some of you may worry about me being gone so long! fear not, for i have made a new life for myself in the sewers,",Been a while since I been sober. This life can be so hard,"optimism,sadness",,
2018-En-03231,1,2017-En-22017,0.9996366500854492,"@EspionageLove -- stop any time soon, his body trembling in Kian's arms with relief, completely overwhelmed.",@iTriborg — make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful —,"anger,disgust,sadness",,
2018-En-01682,1,2017-En-40031,0.9995936155319214,@doranadal @JaneForRafffa #big-smile #great post #greatRafa #loveRafa,@FlakeJay ring ring! #depression is here,"disgust,fear,pessimism,sadness",,
2018-En-01326,1,2017-En-30058,0.9994034171104431,"Just got a gift via this cool virtual assistant @TryEvaBot. Wanna experience? Let me know, I can send you a gift🎁  #magical #delightful 😊",I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing 📖🖋,"joy,optimism",,
2018-En-02511,1,2017-En-21772,0.9995686411857605,Don’t let the fear of losing be greater than the excitement of winning. ~Robert Kiyosaki\n\nAllOutDenimFor KISSMARC,"@GambinoDeeJay @Linda76Graham @mikeeshy \n\nAnd also, trying to find it on Youtube is a fucking nightmare.","anger,disgust",,
2018-En-04142,1,2017-En-10697,0.9985501766204834,"I'm insecure, but I'm strong. I'm alone, but I'm loved. I'm sad, but I smile.","Are you lost in the fury, fearing that you'll fail?","disgust,fear,pessimism",,
2018-En-00996,1,2017-En-41039,0.9995682239532471,@RaymondPryce1 Yes it is happening. If u have a welding shield u can get a first hand view. ,@Mattwinton1 Your foot is frowning.,"anger,pessimism,sadness",,
2018-En-01273,1,2017-En-40089,0.9997097253799438,@callmekarizma I take a huge nursing school test today and I'm so nervous,@ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.,"disgust,sadness",,
2018-En-03227,1,2017-En-40479,0.9996307492256165,"Not only has my flight been delayed numerous times, we have not been provided with a snack cart #horrific",The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround,"joy,optimism",,
2018-En-03633,1,2017-En-30232,0.999713122844696,"I feel like I should be watching #glee, but #glee will just make me cry and I'm trying to remember happy times","God just replaced my sadness with laughter, can't go the whole day sad ...","joy,optimism,sadness",,
2018-En-01965,1,2017-En-22213,0.9995737671852112,Interesting briefing this evening to learn how to shape housing policy in #Epsom&amp;Ewell upto 2032 and @EpsomEwellCA Cllrs absent ,"@ccgdavidson I remember being awestruck looking around thinking, 'You could fit the entire population of our town in here ten times over.'","anticipation,disgust,optimism,surprise",,
2018-En-03998,1,2017-En-31347,0.9997448921203613,I want my diamonds as bright as my future,I miss my naivety and blind optimism,"fear,optimism,pessimism,sadness",,
2018-En-03162,1,2017-En-30163,0.999298632144928,"It's rained every day since June 30. That's 13 #dreary, #soggy days in a row. #auckland",It's a beautiful day today. Cloudy but sunny and breezy.,"joy,love",,
2018-En-00845,1,2017-En-10122,0.9996019005775452,.@PreetBharara's Twitter barbs are both insightful and delightful to read; hell hath no fury like a crusading prosecutor scorned,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage","anger,disgust",,
2018-En-00667,1,2017-En-41267,0.9996200203895569,@bennymcnugget Very sad and upset and idk :/,@SizweM01 and it's kinda depressing hey!!! 😑,"pessimism,sadness",,
2018-En-03576,1,2017-En-40084,0.9994001984596252,"Lost without my Mom 😢 plus tired, sick and full of cold is just another day in paradise..... #upset #unwell #missyoumommybear 💖💖",Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback 😭💔,"anger,sadness",,
2018-En-02352,1,2017-En-20851,0.9997135400772095,#AmericasGotTalent live shows with so many technical faults #disheartening,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad #terrible,"anger,disgust,fear,sadness",,
2018-En-00522,1,2017-En-40144,0.9996339082717896,@IH1525 @TiIImxn Literally I'm in awe,@Samkingftw ew omg that is so grim,"disgust,fear,sadness",,
2018-En-02238,1,2017-En-20463,0.9992419481277466,get to 84 and the intruder alarm is going off... lolz one of the PTs set it off 🙈,so I picked up my phone!!!' #shocking 😳,"disgust,sadness,surprise",,
2018-En-03022,1,2017-En-31439,0.9997297525405884,Omgsh Alexis is sooooo freaking funny on #BachelorInParadise 😂 That pizza segment! Plus I love her and Jazzy's friendship! ,The irony and hilarity of making Taylor Lautner super cold all the time is not lost on me. God I missed this show 😂#ScreamQueens,"joy,sadness",,
2018-En-03257,1,2017-En-20403,0.9995831847190857,"05.30 is my time......brew, toast and TV before anyone else gets up  #earlydoors #mumlife #lifewithtoddlers",Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep,"pessimism,sadness",,
2018-En-01944,1,2017-En-41172,0.9997432827949524,@_elliegillxx @0liviarobertson Poor Lyn 😂😂😂 livv I hope she forgets yours this year in revenge,@glenberube @DonnaGrantis @idanielsenbass @HannahJWelton watching this again makes me weep tears of joy and tears of sadness that he's gone,"joy,sadness",,
2018-En-01252,1,2017-En-31261,0.9995057582855225,This prison is awfully gloomy. Would you mind if I put some ribbons on the bars?,Every Wednesday I like to visit the inmates at Arkham. Deliver a fruit basket. And a cheery bouquet of enhanced interrogation.,"joy,love,optimism",,
2018-En-02342,1,2017-En-40141,0.9995206594467163,"ARMYs we see you working hard to keep BTS on the Social 50 chart!\nDon't feel discouraged, it's still amazing that BTS is #2 with no promos 💕",And I won't even get started with Hillary and her fancy fundraisers! #depressing,"disgust,sadness",,
2018-En-03935,1,2017-En-21267,0.9995675683021545,"Went to bed a 1:30, fell asleep after, my niece started crying at 4. I'm dying... 😧",Been up since 4am. Too scared to go back to sleep #nightmare — feeling scared,"fear,pessimism,sadness",,
2018-En-00256,1,2017-En-21774,0.9995614290237427,@rosieblossoms_ What a miserable piece of shit 😡,"@LucidHurricane_ wait, you mean he wasn't armed with a book? #shocking","fear,surprise",,
2018-En-02331,1,2017-En-20058,0.999664306640625,I wont rt things that might offend your faves bcs I'm better than that,"I start work tmrw yall, i'm nervous lol","anticipation,fear,joy,pessimism",,
2018-En-03567,1,2017-En-40651,0.9995465874671936,"#ContentwiththeLordsPortion:Even in times of scarcity,”Yet I will #rejoice in the #LORD, I will #joy in the God of my #salvation.” #Hab 3:18","When tears r inappropriate: 'This day is holy to our Lord. Do not grieve, for the joy of the LORD is your strength.' Nehemiah 8:10 NIV #joy","joy,optimism",,
2018-En-01853,1,2017-En-41267,0.9996897578239441,Dro is so damn fine. #insecure,@SizweM01 and it's kinda depressing hey!!! 😑,"pessimism,sadness",,
2018-En-02163,1,2017-En-40141,0.9996253848075867,All this makeup is going on sale....\nBut I ain't got the funds. #heartbreaking,And I won't even get started with Hillary and her fancy fundraisers! #depressing,"disgust,sadness",,
2018-En-03449,1,2017-En-10789,0.9996857643127441,You don't know fear until you have clogged the toilet at work and can't find the plunger. #horrifying #bathroom #FirstWorldProblems,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless,optimism,,
2018-En-00318,1,2017-En-11063,0.9995651841163635,calling me ugly isn't even an insult bc i know already,Police don't wanna be called pigs but they keep actin like em....honestly that's even an insult to pigs,"anger,disgust",,
2018-En-01696,1,2017-En-41180,0.9989311099052429,"aleesha—kitchen sink, twenty one pilots (!!)",(whisper) I cannot frown.,"joy,optimism,sadness",,
2018-En-00208,1,2017-En-20810,0.9997202157974243,I’m so glad I’m not like some of the sad people online who gossip and bully others for their entertainment because they have no life.,I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.,"anger,disgust",,
2018-En-04221,1,2017-En-21939,0.9997751116752625,@RealSkipBayless Your opinions on sports is dreadful,@cazzrhughes its reflective of the current political debate #awful,"anger,disgust",,
2018-En-00666,1,2017-En-21509,0.9991037845611572,Hi @EvMarket_US Thanku for #follow 👍\nUs #hairdressers love sharing #smiles 😁\nIt's a universal language!👌\nHave a fab day! 😘,"Never let your #fear decide your #future 󾍘🏽\nHave an amazing Thursday, \nLove Miss D X","joy,love,optimism",,
2018-En-02482,1,2017-En-21531,0.9996631741523743,@SkyUK I was just put on hold for 20 minutes till I hung up. #not happy #terribleservice #unhappy @virginmedia I should have stayed...,@LeeMorris7 I had no idea until I came off air directing at 7pm #shocking 😕,"anger,fear,surprise",,
2018-En-00095,1,2017-En-31213,0.9994444251060486,"@PiersatPenn Thank you dear Emily. This is a wonderful share I love it. Emily, have very happy moment over there my beautiful friend",@SquishyJiminie aww thank you!! I'm definitely feeling much better today and your messages cheer me up too ☺️,"joy,love",,
2018-En-04302,1,2017-En-10113,0.9994744062423706,"guess who stayed up until 2am just incase someone called but they never did like i knew already , it's me, mistakes were made",I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.,"anger,disgust,sadness",,
2018-En-03322,1,2017-En-40198,0.9996399879455566,Definitely something happening today #SolarEclipse2017 #weird #annoyed,@RossKemp great programme tonight #sad #upsetting #extremeworld,"pessimism,sadness",,
2018-En-01027,1,2017-En-40723,0.9996671676635742,@JohnMayer No DSM shows. #sadness,Let the #MrRobot binge begin. #nerdshow #compelling #dark,"anticipation,disgust,fear",,
2018-En-04002,1,2017-En-40180,0.999765157699585,and after i got home in such a horrible mood my mom pissed me off the moment i stepped my feet in the house so i really almost go off on her,so gutted i dropped one of my earrings down the sink at school,sadness,,
2018-En-01052,1,2017-En-10676,0.9990270733833313,'we need to do something. something must be done!!!!!'\n\nyour anxiety is amusing. nothing will be done. despair.,"Nurse practitioner: 'you look pretty bad. No offense of course.'  \n\nThank you, that really added that spark of positivity I needed today.","anger,optimism",,
2018-En-03952,1,2017-En-10460,0.9993693232536316,How has Berger King gotten away with selling absolute 💩for this many years? #terrible,Brendan Rodgers looks fuming 😭,"anger,sadness",,
2018-En-04070,1,2017-En-20883,0.9996432065963745,"bonless sirlion tips,mixed veggies browngravy &amp; homemade mashed potatoes #inthekitchen  #latenightmunchies #yummy #getuagirlthatcancook",@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,"anger,disgust,sadness",,
2018-En-02447,1,2017-En-20535,0.9994915127754211,"When the lights shut off and it's my turn to settle down, my main concern...",Still salty about that fire alarm at 2am this morning.,"anger,disgust,sadness",,
2018-En-02070,1,2017-En-40150,0.9995725750923157,"I click on download on my PC. Message says 'Thank you for downloading #iTunes \nSo, where's the download?! #frustrated ",I'm getting use to not having a phone it's sad ..,sadness,,
2018-En-00937,1,2017-En-30887,0.9991245865821838,"@AlisonMoyet Knock, knock!\nWho's there?\nA guard\nA guard who?\n...do, do, push pineapple, shake a tree...\n\nI'll shut up now.",[Moment of levity on the B41] Baby: I want ISIS! Give me ISIS!\nMom: Shh!\nBaby: I want ISIS!\nWest Indian woman: She wants what?\nMom: *Ices*.,anticipation,,
2018-En-02489,1,2017-En-10778,0.999530017375946,@WeAreElektron sadly #digitakt seems to be out of stock all over Europe. Do you know  if any European online store that has it?,Need a new outlet for ,none,,
2018-En-02017,1,2017-En-11048,0.999070942401886,#revenge marathon has begun ⚡,#Scorpio always seek revenge!,"anger,disgust,pessimism",,
2018-En-01101,1,2017-En-30733,0.999441385269165,Tonight's run.... #restless,But i'll be a pity. 🐑 #lively,joy,,
2018-En-00292,1,2017-En-20714,0.9992560148239136,"I live 30 miles away from work, &amp; arrived to realise laptop is still on the bed. ",It's 5:55am. I'm hungry but there is no food. ,"anger,disgust,sadness",,
2018-En-03805,1,2017-En-10787,0.9996304512023926,@Ben_Ripley42 I dont know but you seem to have annoyed her 😄,@jetmissTee I thought I peeped him on your snap. That's the homie ✊🏽 lol,joy,,
2018-En-00823,1,2017-En-22121,0.9995926022529602,Only halfway through #madeforlove by @AlissaNutting. But it's utterly #brilliant. #Reading it has me laughing out loud.,"@noveliciouss OMG, that's such a beautiful quote. #breathless #amwriting","joy,love,optimism,surprise",,
2018-En-02388,1,2017-En-10171,0.9996680617332458,"@swish41 No offense but the mavs are only my 2nd favorite part about Dallas, 1# is the barbecue #delicious",@snowangel415 @cjwalters66 Maybe also being attacked by Tom's rabid fans to whom he &amp; his clothes were always perfect also put me off him...,"anger,disgust,sadness",,
2018-En-02412,1,2017-En-10556,0.9996026158332825,@annakingradio Is that the new studio kit? I'd be terrified of pressing the wrong button and launching something dangerous! 😊,@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything',"anger,disgust",,
2018-En-02910,1,2017-En-41354,0.9997119903564453,@vvxaii i feel shy to call you a friend your a sister💙💙,@mypalalex but still your my favorite person in DF besides grim,"joy,love,optimism,sadness,trust",,
2018-En-03686,1,2017-En-22109,0.9996817708015442,@MikeAndMike @Buster_ESPN if you get time.. @Orioles buyers it sellers or what are we going to do!!?! #panic,@EricNobody @ArmouredSkeptic @YouTube This shit is gonna start a cold war of who can flag who first.,"anger,disgust",,
2018-En-01242,1,2017-En-20295,0.9996461868286133,@StateDept #That certainly does not bode well for #Afghan woman and girls #bad option,We in our own country are so divided in our approach so how could we fight #terrorism and #pakistani terrorism #MartyrsNotBeggars,"disgust,fear,sadness",,
2018-En-03970,1,2017-En-40889,0.9995834827423096,@Jarrius Send me a FR: Jaygerrr and I'll smoke you on madden when it comes out 😂🤙,@JensenAckles @jarpad whatever Sam is holding on your tee looks like it's got a droop on 😂,"joy,surprise",,
2018-En-01754,1,2017-En-22076,0.9987959265708923,I need a transcript of trump praying. #terrific Jesus.,The cure for anxiety is an intimate relationship with Christ. - 1 John 4:18 ,"fear,love,optimism",,
2018-En-02079,1,2017-En-10168,0.9995109438896179,@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime. ,"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. ","anger,disgust,sadness",,
2018-En-03289,1,2017-En-11315,0.9994507431983948,"Like I might've set it down on top of my car &amp; if so, that shit is long gone 😭 ",I don't ever know how to change the vibe once it's ruined. Is that considered holding a grudge? 😅,"anger,anticipation",,
2018-En-00135,1,2017-En-41121,0.9997590780258179,And I'm really pissed the fuck off because I do a good job of keeping my kid well because I don't like to see her sick and sad.,I don't get that my parents literally don't see how unhappy I been lately,"pessimism,sadness",,
2018-En-03428,1,2017-En-22178,0.9996053576469421,@KeithRothfus Your silence=complicity. Obviously you have no problem with Russian interference. #sad #russianhacking #treason,"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. #shocking","anger,disgust,surprise",,
2018-En-04232,1,2017-En-30141,0.9995653629302979,"@RyanHedderick happy birthday big fella, have a good one. up the blues x",@imDevinLopez happy bday bro! 👌🏻,"joy,love,optimism",,
2018-En-00332,1,2017-En-10184,0.9997678399085999,@IainDale @LBC The only word worse than 'moist' in my opinion is 'scrape'. #ugh #shudder,"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! #bitter","anger,disgust",,
2018-En-02696,1,2017-En-30669,0.9995871782302856,"@TorridFashion I love you, but between online order drama and your horrible hold music I have a bit of a shopping induced headache. #annoyed","@mehnazt @Mel_Harder I live a life devoid of mirth. Come to think of it, there aren't enough taco bowls in my life, either.","disgust,pessimism,sadness",,
2018-En-00591,1,2017-En-30827,0.9997304081916809,Be the reason someone smiles today #smile #happiness,I love my family so much #lucky #grateful #smartassfamily  #love,"joy,love,optimism",,
2018-En-01881,1,2017-En-30051,0.9994316697120667,"#Sad I #missed #GDragon #tonight in #Seattle.Might be awhile before he's back, I hope everyone who attended the #concert had a #great #time!",Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n#tears #laughter #moretears,"joy,love,optimism,sadness",,
2018-En-00396,1,2017-En-10014,0.9993319511413574,Same ☹,Fuking fuming 😤,"anger,disgust",,
